RRAGA,-0.31814358,-3.6385,2.640379,0.74802834,0.15143603,0.092650406,-1.7478561,-0.535367,-0.4511934,0.117985114,0.88833714,0.10996873,-0.6531098
IER3,0.5443244,1.3607,1.6750984,-0.70421505,-0.53524953,-1.3484273,0.87029696,0.102404505,-0.36561456,-0.34808487,-0.94050086,0.7436019,1.2311109
UBE2L6,1.2250478,1.6098,-0.28934714,-0.8422854,0.20272991,-1.054298,-0.17572597,-1.1428614,0.03285622,0.18422124,-0.2412293,-0.20837337,1.0485071
SMC4,-0.36105323,-10.0,0.7601714,-1.2855304,-0.6818119,0.7998712,-3.7816143,0.8971734,0.54480606,-0.32765844,1.872759,-1.1267767,-2.518807
USP14,0.15332672,0.7815,0.6665058,-0.38642377,-0.99504757,-0.25302485,2.4527848,-0.08505547,0.015835475,1.1661037,-0.1927428,0.47537795,0.8885289
EGR1,0.40592712,3.4715,1.8136756,0.2549364,-0.36939347,-0.35939658,1.858944,0.64279556,-0.22785398,-0.41980875,-0.08576904,0.44312164,0.08304433
PNP,-0.66448253,10.0,0.61591244,-1.2846397,0.17471659,0.41141123,1.5784752,0.22103381,-0.11040189,0.67258835,-3.355959,-0.40233487,-0.64902353
DNMT1,0.96795,-1.5532,1.0073552,-0.98542225,0.703613,-0.5138575,-2.2018468,-1.7524307,0.20058545,1.6105856,-2.6676912,0.3078649,-0.3848079
CCND3,-0.3146724,6.369,0.8506198,1.6506748,0.95102847,-0.52581614,-0.43544373,-0.3035093,0.9009742,-0.00143076,-3.010716,0.081092626,-0.22777437
NIPSNAP1,0.38103777,-1.4785,1.4126596,0.41638786,0.25180042,0.7905489,-5.115868,0.10383422,0.66878915,-0.38313028,1.0535733,-0.30789185,-0.044996537
MYBL2,-0.20801654,-3.9588,1.3483456,-3.032764,0.6548985,0.22242124,-0.33330864,-0.55329376,-0.41094804,0.11785974,-1.9207916,-0.80409044,-1.5597074
EPB41L2,0.65226096,5.1938,1.6370318,-2.192117,0.4631784,-0.18276542,1.0473781,2.6420414,0.41945055,-0.29698566,-0.11564289,-1.4596176,-1.475257
ELAVL1,-0.18243861,0.5261,2.4708412,-0.3775825,-0.7237277,-0.70252156,1.2372469,0.82363236,-0.3970005,1.6767501,-1.8125784,0.1317904,-0.0129968
KIAA0100,-0.23476303,1.0336,2.0577803,0.08218848,-0.096339494,0.36753103,-1.7898856,-0.96714836,0.43607923,-0.81467324,-0.7458607,1.095805,-0.27287593
TP53,-0.19230124,-5.7192,1.0457709,-2.2384837,1.0441121,0.16110705,-3.64688,0.3162523,0.5007901,-1.2014548,0.27313113,-0.42768484,-0.66082215
RPA2,-0.8336535,-1.5178,1.1317106,-1.6321218,0.077891365,0.6498878,-0.8472835,-0.6379946,-0.0400905,0.78121275,-1.7374092,0.21785302,-0.6684721
MTHFD2,-0.5364476,5.1939,-0.08276227,-1.200419,1.8224974,0.77039236,-0.11760788,0.6551304,0.006607592,0.11647255,-1.59816,-0.66781515,-1.5540056
PSME2,-0.71030176,0.4439,0.46022367,0.625489,0.9175266,0.60271376,-1.6670156,-0.38657996,0.5324053,-0.5290697,-1.8361084,-1.083725,-0.45429245
DAXX,-0.18275127,1.8524,-2.243706,0.110003196,0.28110752,-0.45208773,3.4846482,0.55517197,0.5579863,-0.13846622,0.6092098,-0.17004542,-0.38612828
ELAC2,0.72137356,-2.9186,0.0657534,-0.24301754,0.34395516,0.20377323,0.46775204,-0.7470289,0.5008546,0.5601063,-1.3458635,0.46883017,0.37965742
NCAPD2,-0.34838563,-0.0422,1.0077778,-1.2693698,-0.3165989,-0.6776597,1.1212033,-0.12337874,-0.984192,0.888966,1.0082859,-0.025656126,0.27190524
EFCAB14,-0.27911395,6.9397,0.33008894,-0.5860717,-0.18300158,-0.588719,0.47495335,-0.9532045,0.07705473,0.36626375,0.8592235,0.44172108,0.6048972
DDX42,-0.115848795,1.3926,0.46716172,-0.6618663,0.17246522,0.31670034,0.8416664,-0.14270611,0.5312675,1.4592339,0.5564138,1.9657533,-0.095438436
LBR,-0.24298288,-1.116,0.5804055,-3.143183,-2.764639,0.7162776,-5.6349955,-0.39268193,0.18358609,-0.097476006,1.9695148,-2.3882146,-0.47990602
SH3BP5,0.10969843,4.9786,-0.09126276,-1.1064823,0.3819683,-0.65567267,0.9489436,-0.38134912,-0.36757755,0.30296284,-0.431934,0.5771595,0.68048847
UBE3C,-0.30831218,-1.1153,-3.452063,0.8361007,-1.5667914,0.030376995,0.130831,0.12594768,0.79697704,-0.19911118,0.22852975,0.15130983,-0.9336273
