x,3385,4091,5311,5394,5743,36462,208908,387447,3062316,5288382,9826528,11960529,11977753,24748204,24856436,24964624,46926350
YME1L1,-0.178726738,1.9572476,-0.94070005,0.25933328,-0.84141904,0.66555536,0.24240246,0.37953836,1.3040307,1.003363128,0.81945115,0.007140681,-3.1796873,0.02296942,-0.5768267,-1.4807502,-2.5052392
TMEM109,-0.152704323,1.2250853,-10.0,0.68716365,-0.6056025,-1.7069194,0.020681135,-1.8958515,-1.8862834,0.874239009,-0.2064147,0.53599405,-2.8629248,-0.6638723,-2.755432,-1.2038558,1.3885237
TPD52L2,0.015079743,-0.1049248,-1.9277999,1.193348,-0.37752822,0.40883803,0.258582,1.0560447,-0.61214375,0.123528967,0.9075924,0.023184042,-0.11454262,-0.46871397,-0.2546386,0.26293406,2.2318163
CRTAP,-0.228450064,0.76549953,-6.61735,-0.016698234,0.026331479,-0.73789835,-0.28633273,0.06507191,0.20611632,1.505088454,-0.67325854,-0.47657436,2.8066697,-2.8251612,-1.9443903,0.22090288,-1.568763
TRAP1,-0.322503116,1.6380292,-2.93215,-2.1725204,0.14333373,-0.82397264,-0.032719284,-4.0477576,1.9057093,-0.95728279,1.1314582,-0.010115191,1.9274963,-0.90376306,-3.4882793,-0.96824604,-0.99936396
IGF2R,0.169775893,0.5843085,6.16885,-0.089015365,-1.2474155,-0.679636,-0.25122568,2.6213155,0.6062254,-0.060199533,0.4011835,0.026767563,2.9422073,-0.3541354,0.6368313,1.2859045,2.1822445
PHGDH,-0.116544539,-0.40122807,-7.4851,0.21722153,-0.79502326,-1.2624061,0.2628014,-0.7030544,5.3519278,0.035880079,0.19428977,-0.7317619,-3.8612034,-0.080258444,-3.6795177,-2.0004194,-6.2350636
LRP10,-0.064300177,1.0984824,-2.78985,0.33951932,-1.1580899,0.17565426,-0.56372476,4.4974184,-0.4218868,-0.563069948,-0.24746281,-0.18349683,2.1508403,-0.4648891,0.8395067,0.5366707,-2.9303937
SOX4,0.162850456,-0.52748406,4.8989496,0.17243905,0.09841499,-0.39825195,-0.21682724,3.176204,1.8167682,0.609341498,2.9632661,-0.22193931,-0.6127059,-0.6978676,0.3763473,-0.4635818,10.0
CAT,0.017526719,0.17354989,3.3065,0.47567087,-3.0451884,-1.2616663,0.24054262,-0.6097405,2.7647798,-0.94768562,0.65052354,0.09339297,-0.09047258,-0.022631638,0.91089505,1.194227,-7.757291
RHEB,0.242061276,1.3216646,-3.3663,-0.18543261,-1.5599909,-2.248733,0.39060757,1.0655174,-1.3254898,-0.338607588,0.2611556,0.3054399,-1.5381578,-0.050246973,-1.0474236,-0.31207544,3.6103323
MAPKAPK2,0.183615494,1.1719408,3.9054499,0.4959097,0.72077024,-0.5782635,-0.11426067,1.1805314,-0.3712366,0.648508996,-0.10417406,0.63019013,-0.17010021,-0.4068044,0.47768337,0.071886785,1.4550929
SCRN1,0.404828821,0.23399827,-10.0,0.39839053,-0.30598104,-2.1779575,0.5633576,-3.1210864,-0.87681997,-0.327259051,-2.1618352,-0.35254562,0.79016906,-0.04361707,-0.45426917,-0.8816035,-4.57731
JUN,0.046516498,-0.47640994,6.3234,-0.3978063,-0.86284995,6.8375425,-0.1950016,9.593114,-1.3052787,-0.624716224,-0.41245535,0.028813655,-1.1651773,0.11204395,4.602829,-1.2610621,6.8256865
SHC1,-0.863511631,0.5313235,4.9018497,-0.95317924,-0.015641,1.6312367,2.1842692,2.4375682,-1.5090563,-0.127745788,-1.9766297,0.7409155,1.1537209,0.09593868,1.3615372,-0.06843266,1.1015359
SQSTM1,0.262629667,-0.4902512,6.92185,-1.4118634,-1.0218239,4.8172617,0.09283698,3.8842902,-0.9644581,1.030673042,-0.80364007,0.13491218,3.463233,0.18400225,2.7328253,1.6807928,-2.8316712
PRCP,0.172925276,-1.4310604,0.76154995,0.4861239,-0.5908917,-0.043002024,-0.05416821,-0.14673206,1.1549423,-0.366651809,-0.24496439,0.14895019,0.8107012,0.34832042,-1.8084515,-1.4702942,-2.159422
USP7,-0.284327645,0.37928227,-7.55605,0.8579479,-0.16219656,-1.4048004,-0.37889862,3.2023454,-0.5386793,-1.073694291,-0.08898372,-0.6808437,-0.6511129,0.3999996,-1.8452191,-0.81881124,1.3443928
NFKBIA,0.418120782,0.18974699,-2.47895,0.06779976,0.6772402,6.5608864,-0.4870152,-1.9023088,0.32350922,0.427752262,1.4223406,-0.52592367,1.0688723,-0.30900538,3.3967378,0.17170534,3.640226
G3BP1,0.136389861,-2.280699,-5.7992496,0.7734529,-6.9513054,-4.685942,-0.26331288,-2.6315398,-2.356604,-1.041208255,-2.6995442,-0.008758219,-1.5092793,0.15067899,-0.7136639,-1.7458862,-9.664448
TOMM70A,-0.660950485,1.3251264,1.0139999,0.5055878,-0.73894346,-2.61157,0.07079382,-1.5881407,1.0301259,2.62773997,0.17014846,0.55735105,0.25602886,0.22873817,-1.7922817,-0.9864512,-0.77727544
RPA1,0.542187335,1.4242041,-2.4899502,0.88148284,-1.0159508,-3.398968,-0.34631586,-0.68215835,1.0924459,0.485723869,1.3067927,0.6938043,-1.5352008,0.76562923,-2.6494427,-1.3084302,-6.4450045
ZFP36,0.187934345,1.1906946,10.0,-0.85972047,0.22923094,6.5452285,0.6849449,5.4167395,-0.81310666,-0.359902532,-1.0291653,-0.9655313,0.99758345,1.0210171,1.9262121,0.4548846,6.239446
DUSP3,-0.349146209,-2.1857905,0.24419999,0.43086872,1.8856862,0.049107783,0.67067885,-1.2148587,-0.4185248,0.219055593,1.6771665,0.2724334,1.5214539,0.12821242,-0.1035531,0.234727,-5.217672
KDM5B,-0.619418892,1.0684649,10.0,-0.1603581,-0.77872896,1.7310746,0.20843491,0.32952696,1.5164536,0.042418055,-0.04415367,-0.74475664,1.5460162,0.97356164,3.8784642,-0.10628056,-0.6180127
MCM3,-0.092695096,1.8334545,-8.7421,0.79573107,0.4500266,-2.429439,-0.39911032,-2.6197238,1.409587,1.290234977,1.8546417,0.4419708,-0.6547982,-1.1620559,-3.9021044,-1.6123126,-8.824965
CLIC4,-0.33145027,-0.65292776,2.03885,-0.17942406,-3.6232119,-0.59416115,-5.6046705,-3.3681116,1.501056,-0.199002514,0.1701191,0.06549847,-3.1796355,0.9414712,-2.7614474,1.2013427,-8.4315815
CLSTN1,0.051263452,1.1385577,0.36455,-0.099304065,-0.5397418,-0.6588564,-0.7432429,-0.73203546,1.4397377,1.400850318,-0.023421211,0.2895177,0.5904403,-0.6352393,-0.5956521,-0.04075335,-3.148587
ID2,-0.272089995,-0.54892373,10.0,-0.000650793,0.9380709,1.3485014,4.1947036,6.06088,-0.63794017,-1.775101688,0.6536331,-0.29803917,1.2377037,-0.55266756,3.4901218,-0.85517514,10.0
DCTD,0.230663097,1.1937835,-10.0,0.90965974,-0.6553889,0.6858504,0.3349539,-1.1735684,0.6247332,0.699532675,-0.71390814,1.4234049,0.7376776,-0.315755,-1.555264,-0.56917137,-2.892528
FAT1,0.224622331,1.3277687,-2.1863,0.21036905,-1.0266349,0.97644186,-0.18242437,-0.28697416,0.61920637,0.703990108,-0.01722373,0.09593917,0.06157686,-1.2462542,4.485735,-0.5143761,4.6743283
SMC1A,0.198751185,-1.4341595,-2.2375,0.9522963,0.280227,-0.7906613,1.0425093,1.1505054,1.0842841,0.587156899,0.5198486,1.3811074,-0.8713604,-1.3040088,-0.36062515,0.22219226,-0.50821465
